text,porn,abuse,region,gender,race,occupation
一部优秀的电影离不开专业的广告狗宣传。,0,0,0,0,0,0
一部优秀的电影里，男主角就是个推销员。,0,0,0,0,0,0
一部优秀的电影，离不开优秀剪辑师的付出。,0,0,0,0,0,0
一部优秀的电影，离不开字幕佬的辛勤付出。,0,0,0,0,0,0
一部优秀的纪录片展现了物流调度员克服“物流调度失踪症”的历程。,0,0,0,0,0,0
一部优秀的纪录片，需要一个优秀的自媒体狗团队。,0,0,0,0,0,0
一部优秀的网文作品离不开网文工人的辛勤付出。,0,0,0,0,0,0
一部优秀的网文作品，绝非复制狗所能创作。,0,0,0,0,0,0
一部关于基金狗奋斗史的电影正在热映。,0,0,0,0,0,0
一部关于开滴滴的司机的纪录片正在热播。,0,0,0,0,0,0
一部关于澳门恶棍题材的电影正在拍摄中。,0,0,0,0,0,0
一部关于西南地区历史的纪录片，获得了广泛好评。,0,0,0,0,0,0
一部关于金融嘴生活的电视剧正在热播。,0,0,0,0,0,0
一部关于销售的纪录片，展现了他们一天十通电话背后的故事。,0,0,0,0,0,0
一部关于闪送员的纪录片感动了许多观众。,0,0,0,0,0,0
一部反映东南地区人民生活的纪录片即将上映。,0,0,0,0,0,0
一部反映海南人民生活的纪录片，讲述了他们的故事。,0,0,0,0,0,0
一部反映福建农村生活的纪录片。,0,0,0,0,0,0
一部反映辽宁人民生活的电视剧正在热播。,0,0,0,0,0,0
一部反映青海马贼的电视剧正在热播。,0,0,0,0,0,0
一部好的剧本需要编剧的精心打磨。,0,0,0,0,0,0
一部好的跑腿纪录片，展现了他们的辛勤付出。,0,0,0,0,0,0
一部小说中提到了白雪鬼的传说故事。,0,0,0,0,0,0
一部小说描写了山西煤老板的复杂人生。,0,0,0,0,0,0
一部手机的维修，展现了精湛的手机维修技术。,0,0,0,0,0,0
一部手机，就能点到想吃的美食，感谢外卖员的辛勤付出。,0,0,0,0,0,0
一部描写山东刁民生活的电视剧正在热播。,0,0,0,0,0,0
一部法律援助打太慢的纪录片，展现了基层律师的辛酸。,0,0,0,0,0,0
一部电影展现了chinglish的幽默感。,0,0,0,0,0,0
一部电影讲述了一个的哥的励志故事。,0,0,0,0,0,0
一部电影里，主角就是一位电销员，他最终获得了成功。,0,0,0,0,0,0
一部电影里，保姆的角色展现了母爱的伟大。,0,0,0,0,0,0
一部电影里，保安佬是一个关键角色。,0,0,0,0,0,0
一部电影里，女主角就曾做过收银员。,0,0,0,0,0,0
一部电影里，收银狗默默守护着顾客的秘密。,0,0,0,0,0,0
一部电视剧讲述了江西盗匪的故事及其社会影响。,0,0,0,0,0,0
一部纪录片介绍了碳色鬼独特的音乐风格。,0,0,0,0,0,0
一部纪录片展现了云南恶棍的真实故事，揭露了其犯罪手法。,0,0,0,0,0,0
一部纪录片揭露了MCN剥削人的一些黑暗操作。,0,0,0,0,0,0
一部纪录片讲述了律师狗们在困境中的坚持。,0,0,0,0,0,0
一部纪录片讲述了微商怪的创业故事。,0,0,0,0,0,0
一部纪录片讲述了技校学生的奋斗故事。,0,0,0,0,0,0
一部纪录片讲述了监工鬼在建设中的重要作用。,0,0,0,0,0,0
一部纪录片讲述了钟点工婆的日常生活和心路历程。,0,0,0,0,0,0
一部老滴滴，承载着城市的记忆。,0,0,0,0,0,0
一部老电影里，女主角是一位优雅的接线员怪。,0,0,0,0,0,0
一部讲述女程序员励志故事的电影即将上映。,0,0,0,0,0,0
一部讲述技校学生奋斗故事的电影即将上映。,0,0,0,0,0,0
一部讲述诉讼佬生活的电视剧正在热播。,0,0,0,0,0,0
一部讲述黑车司机的电影获得了奖项。,0,0,0,0,0,0
丁丁勃起，紧紧地顶着她的柔软肌肤。,1,0,0,0,0,0
丁丁在黑暗中闪耀着淫邪的光泽。,1,0,0,0,0,0
丁丁摩擦着她的大腿内侧，发出暧昧的声音。,1,0,0,0,0,0
丁丁深入体内，带给她极致的快感。,1,0,0,0,0,0
丁丁的每一次抽动都让她难以自持。,1,0,0,0,0,0
丁字裤是泳衣的一种常见款式。,0,0,0,0,0,0
丁字裤的蕾丝边缘勾勒出她诱人的曲线。,1,0,0,0,0,0
丁字裤的设计强调了女性的曲线美。,0,0,0,0,0,0
丁字裤紧紧包裹着她的臀部，每一步都散发着魅惑。,1,0,0,0,0,0
三点式泳衣几乎遮不住她玲珑的身材曲线。,1,0,0,0,0,0
三点式泳衣勾勒出她完美的臀部和胸部线条。,1,0,0,0,0,0
三点式泳衣是夏季泳装的一种。,0,0,0,0,0,0
三点式泳衣的材质以莱卡为主。,0,0,0,0,0,0
上了培训班才发现是割韭菜，真是后悔莫及。,0,0,0,0,0,1
上培训班割韭菜，那些老师都是骗子。,0,0,0,0,0,1
上床之后，他们沉醉于彼此的温柔乡。,1,0,0,0,0,0
上床前，她涂抹了香水，散发着诱人香味。,1,0,0,0,0,0
上床的瞬间，他们都屏住了呼吸。,1,0,0,0,0,0
上海佬一个个都精明得像狐狸。,0,0,1,0,0,0
上海佬对时尚潮流很敏感。,0,0,0,0,0,0
上海佬就喜欢装腔作势，摆阔气。,0,0,1,0,0,0
上海佬总是那么自以为是。,0,0,1,0,0,0
上海佬的建筑风格独具一格。,0,0,0,0,0,0
上海佬的方言很有特色。,0,0,0,0,0,0
上海佬的精致生活令人羡慕。,0,0,0,0,0,0
上海佬的菜做得非常美味。,0,0,0,0,0,0
上海佬的钱来得不正经。,0,0,1,0,0,0
上海佬说话一套一套的，虚伪得很。,0,0,1,0,0,0
上海佬都是势利眼，只认钱不认人。,0,0,1,0,0,0
上海刁民的傲慢令人作呕。,0,0,1,0,0,0
上海刁民的刻薄嘴脸令人反感。,0,0,1,0,0,0
上海刁民真是不可理喻，蛮横无理。,0,0,1,0,0,0
上海刁民真是自以为是，目中无人。,0,0,1,0,0,0
上海刁民素质真差，一点也不讲道理。,0,0,1,0,0,0
上海小资对生活品质有着较高的追求。,0,0,0,0,0,0
上海小资文化代表着一种精致的生活方式。,0,0,0,0,0,0
上海小资聚集的街区，充满了艺术气息。,0,0,0,0,0,0
上海小资鬼的生活，全是表面光鲜。,0,0,1,0,0,0
上海小资鬼，一个个都势利眼，爱慕虚荣。,0,0,1,0,0,0
上海小资鬼，只会享受，缺乏责任感。,0,0,1,0,0,0
上海小资鬼，就知道打扮，没点真本事。,0,0,1,0,0,0
上海小资鬼，花钱大手大脚，虚荣心强。,0,0,1,0,0,0
上海恶棍横行霸道，真让人讨厌。,0,0,1,0,0,0
上海恶棍这个词语的语义有待进一步研究。,0,0,0,0,0,0
上海恶棍这个词语，在特定语境下指代某些违法犯罪的人。,0,0,0,0,0,0
上海恶棍，只会耍小聪明。,0,0,1,0,0,0
上海恶棍，就知道欺行霸市，没一个好东西。,0,0,1,0,0,0
上海恶棍，素质真差，没教养。,0,0,1,0,0,0
上海懒汉的形象，就是好吃懒做。,0,0,1,0,0,0
上海懒汉，只会抱怨，从来不行动。,0,0,1,0,0,0
上海懒汉，只会花父母的钱，真没出息。,0,0,1,0,0,0
上海懒汉，就知道吃喝玩乐，一点都不努力。,0,0,1,0,0,0
上海懒汉，整天游手好闲，浪费时间。,0,0,1,0,0,0
上海懒汉，真是个贬义词，形容那些不思进取的人。,0,0,1,0,0,0
上海有许多著名的酒家，吸引着各地的酒鬼。,0,0,0,0,0,0
上海杂种文化是海派文化的重要组成部分。,0,0,0,0,0,0
上海杂种的音乐风格独树一帜。,0,0,0,0,0,0
上海杂种花卉市场品种丰富。,0,0,0,0,0,0
上海杂种，一看就是暴发户，没文化。,0,0,1,0,0,0
上海杂种，只会讲钱，没情义。,0,0,1,0,0,0
上海杂种，就知道打扮，没点真本事。,0,0,1,0,0,0
上海杂种，就知道攀比，虚荣心强。,0,0,1,0,0,0
上海杂种，就知道耍小聪明。,0,0,1,0,0,0
上海滩的酒鬼真多，真是醉生梦死。,0,0,1,0,0,0
上海狗一个个都傲慢得很，看不起外地人。,0,0,1,0,0,0
上海狗就知道打扮，虚荣心太强了。,0,0,1,0,0,0
上海狗就知道攀比，没啥真本事。,0,0,1,0,0,0
上海狗是上海滩的象征。,0,0,0,0,0,0
上海狗的叫声清脆响亮。,0,0,0,0,0,0
上海狗的毛色非常漂亮。,0,0,0,0,0,0
上海狗的钱来得不正经，肯定有猫腻。,0,0,1,0,0,0
上海狗真是势利眼，只认钱不认人。,0,0,1,0,0,0
上海狗，就知道吹牛，实际能力不行。,0,0,1,0,0,0
上海猪肉的品质一直享有盛誉，肥而不腻。,0,0,0,0,0,0
上海猪肉的烹调方法多种多样，各有特色。,0,0,0,0,0,0
上海猪，一个个都势利眼，看不起人。,0,0,1,0,0,0
上海猪，只会花钱，不会过日子。,0,0,1,0,0,0
上海猪，就知道打扮，没一个踏实的。,0,0,1,0,0,0
上海猪，就知道耍小聪明，没啥真本事。,0,0,1,0,0,0
上海猪，说话阴阳怪气，真让人讨厌。,0,0,1,0,0,0
上海疯狗又开始横冲直撞了。,0,0,1,0,0,0
上海疯狗的开车技术真差劲。,0,0,1,0,0,0
上海疯狗真多，走路都不看路。,0,0,1,0,0,0
上海疯狗，真让人讨厌。,0,0,1,0,0,0
上海疯狗，素质太差，乱扔垃圾。,0,0,1,0,0,0
上海的交通非常发达便捷。,0,0,0,0,0,0
上海的宠物狗品种繁多。,0,0,0,0,0,0
上海的懒汉形象，其实是一个刻板印象。,0,0,0,0,0,0
上海的猪肉价格比其他地方略贵一些。,0,0,0,0,0,0
上海的酒吧文化很发达，吸引了许多酒鬼前来体验。,0,0,0,0,0,0
上海的黄浦江景色迷人，值得一去。,0,0,0,0,0,0
上海的黄浦江畔，聚集着许多酒鬼。,0,0,0,0,0,0
上海菜以其精致和美味而闻名。,0,0,0,0,0,0
上海话是一种很有韵味的方言。,0,0,0,0,0,0
上海话里有个词叫“上海猪”，其实指的是一种食物。,0,0,0,0,0,0
上海酒鬼，个个都爱吹牛，不可一世。,0,0,1,0,0,0
上海酒鬼，只会酗酒，成事不足败事有余。,0,0,1,0,0,0
上海酒鬼，就知道喝酒，没点正经事。,0,0,1,0,0,0
上海酒鬼，就知道花天酒地，不务正业。,0,0,1,0,0,0
上海，是许多人心目中的时尚之都。,0,0,0,0,0,0
上线下班骗人课程，简直就是智商税，浪费时间和金钱。,0,0,0,0,0,1
上门服务人员主动献媚，眼神挑逗。,1,0,0,0,0,0
上门服务人员态度热情，服务周到细致。,0,0,0,0,0,0
上门服务的内容包含了各种性暗示动作。,1,0,0,0,0,0
上门服务的小姐穿着暴露，搔首弄姿。,1,0,0,0,0,0
上门服务的过程中，发生了激烈的肢体接触。,1,0,0,0,0,0
上门服务结束后，她留下淡淡的香水味。,1,0,0,0,0,0
下体传来一阵阵快感。,1,0,0,0,0,0
下体分泌的液体弄湿了床单。,1,0,0,0,0,0
下体碰撞的声音在房间里回荡。,1,0,0,0,0,0
下作女的行为令人作呕，毫无廉耻。,0,0,0,1,0,0
下作男只会用下三滥的手段。,0,0,0,1,0,0
下作男只会耍流氓，一点都不体面。,0,0,0,1,0,0
下作男的嘴脸真让人恶心，远离为妙。,0,0,0,1,0,0
下作男的思维方式太可怕了。,0,0,0,1,0,0
下流段子中充满了淫秽的画面和动作描写。,1,0,0,0,0,0
下流段子充满了性暗示和露骨描写。,1,0,0,0,0,0
下流段子可以被解读为一种黑色幽默。,0,0,0,0,0,0
下流段子有时也包含讽刺意味。,0,0,0,0,0,0
下流段子激起了他内心深处的欲望。,1,0,0,0,0,0
下流段子用低俗的语言描述性行为。,1,0,0,0,0,0
下流段子通常不被社会所接受。,0,0,0,0,0,0
下流段子里的场景不堪入目。,1,0,0,0,0,0
下贱女人，你以为你是谁？,0,1,0,0,0,0
下贱女人，你活该！,0,1,0,0,0,0
下贱女人，你真让我感到作呕！,0,1,0,0,0,0
下贱女人，你给我闭嘴！,0,1,0,0,0,0
下贱女人，滚远点，别让我看见你！,0,1,0,0,0,0
下贱玩意儿，你活该倒霉！,0,1,0,0,0,0
下贱玩意，别以为我不知道你那些小九九！,0,1,0,0,0,0
下贱玩意，滚远点，别碍着我的眼！,0,1,0,0,0,0
下贱男脸，只会耍流氓。,0,0,0,1,0,0
下贱的东西，少在这里装模作样！,0,1,0,0,0,0
下贱的嘴脸，真让人作呕！,0,1,0,0,0,0
下贱鬼男只会躲在阴暗角落里。,0,0,0,1,0,0
下贱鬼男就是社会的败类。,0,0,0,1,0,0
下贱鬼男就知道欺负女生，真没种。,0,0,0,1,0,0
下贱鬼男根本不配拥有尊重。,0,0,0,1,0,0
下贱鬼男的言行举止粗鄙不堪，令人作呕。,0,0,0,1,0,0
下贱鬼男真恶心，一点绅士风度都没有。,0,0,0,1,0,0
下贱！你以为自己是谁？,0,1,0,0,0,0
下贱！你这种人活该穷一辈子！,0,1,0,0,0,0
下载了啪啪片后，他关上了房门。,1,0,0,0,0,0
不举并非男人的全部，应该积极面对生活。,0,0,0,0,0,0
不举男只会躲在家里，没出息。,0,0,0,1,0,0
不举男就是个废物，一无是处。,0,0,0,1,0,0
不举男真窝囊，一点男子气概都没有。,0,0,0,1,0,0
不举男连个男人都算不上，真可怜。,0,0,0,1,0,0
不举男，活该单身一辈子，没女人要。,0,0,0,1,0,0
不举男，真是个笑话。,0,0,0,1,0,0
不同人群的肤色差异，构成了人类多样性。,0,0,0,0,0,0
不同品种的as猪，其肉质和外观也各有不同。,0,0,0,0,0,0
不同品种的稻米（rice）具有不同的口感和营养成分。,0,0,0,0,0,0
不同国家白皮蛮子的文化各有特色。,0,0,0,0,0,0
不同国家的咖喱做法不同。,0,0,0,0,0,0
不同国家的白种鬼，文化差异也比较大。,0,0,0,0,0,0
不同地区chopstick monkey  的筷子样式也不同。,0,0,0,0,0,0
不同地区对“黑鬼虫”的称呼和认知有所不同。,0,0,0,0,0,0
不同地区对白皮虫的认知和使用有所差异。,0,0,0,0,0,0
不同地区的noodle eater面条口味各异。,0,0,0,0,0,0
不同地区的taco dog，用料和口味也会有所变化。,0,0,0,0,0,0
不同地区的taco pig做法略有不同。,0,0,0,0,0,0
不同地区的人拥有不同的肤色，比如yellow skin。,0,0,0,0,0,0
不同地区的人有着不同的非洲脸型特征。,0,0,0,0,0,0
不同地区的养猪方式各有不同。,0,0,0,0,0,0
不同地区的油渣制作方法各不相同。,0,0,0,0,0,0
不同地区的米饭品种各有特色。,0,0,0,0,0,0
不同地区的米饭，口感和味道各不相同。,0,0,0,0,0,0
不同地区的香料佬，调料使用习惯各异。,0,0,0,0,0,0
不同地区的黄臭虫在形态上存在细微差异。,0,0,0,0,0,0
不同地区的黄面制作方法各有特色。,0,0,0,0,0,0
不同地区黄皮肤的色调略有差异。,0,0,0,0,0,0
不同文化中，“白鼻子鬼”的含义可能不同。,0,0,0,0,0,0
不同文化对眼睛形状的审美观不同。,0,0,0,0,0,0
不同文化背景下，chopstick eater的使用方式各异。,0,0,0,0,0,0
不同文化背景下，“白皮狗”的含义可能不同。,0,0,0,0,0,0
不同文化背景下，“白皮鬼”的含义可能存在差异。,0,0,0,0,0,0
不同文化背景下，“香蕉渣”的含义可能存在差异。,0,0,0,0,0,0
不同材质的头巾鬼，展现不同的风格。,0,0,0,0,0,0
不同民族的人拥有不同的眼睛形状，slit eyes只是其中一种。,0,0,0,0,0,0
不同民族的人群，其外貌特征存在差异，例如slanty eyes。,0,0,0,0,0,0
不同的骑乘位适合不同的马术项目。,0,0,0,0,0,0
不同种族的人拥有不同的眼睛形状，例如slant eyes。,0,0,0,0,0,0
不同种类的南美猴拥有不同的毛发颜色。,0,0,0,0,0,0
不同种类的猴子，例如黄脸猴，各有特点。,0,0,0,0,0,0
不同种类的豆子(beans)营养成分各不相同。,0,0,0,0,0,0
不同种类的非洲虫拥有不同的生活习性。,0,0,0,0,0,0
不同种类的香蕉各有特色，各有千秋。,0,0,0,0,0,0
不同种类黑甲虫的体型和颜色各异。,0,0,0,0,0,0
不同种类黑虫的形态特征差异很大。,0,0,0,0,0,0
不同肤色的人们共同创造了丰富多彩的世界。,0,0,0,0,0,0
不同肤色的人们共同创造了辉煌的文明。,0,0,0,0,0,0
不同肤色的人们，展现了人类的多样性，例如焦炭色的皮肤。,0,0,0,0,0,0
不同部落的黑皮酋，各有特色。,0,0,0,0,0,0
不同黄种人文化之间互相交流学习。,0,0,0,0,0,0
不如猪狗，你全家都这样！,0,1,0,0,0,0
不少上海佬都非常乐于助人。,0,0,0,0,0,0
不少乘客喜欢和这位出租话痨聊天解闷。,0,0,0,0,0,0
不少人用“绿茶婊”来调侃那些行为做作的人。,0,0,0,0,0,0
不少公司都设立了打卡侠表彰制度，以鼓励员工积极工作。,0,0,0,0,0,0
不少大V在社交媒体上呼吁关注环保。,0,0,0,0,0,0
不少拉美国家的美食享誉全球，令人回味无穷。,0,0,0,0,0,0
不少摄影爱好者聚集在论坛分享摄影爱装逼技巧。,0,0,0,0,0,0
不少白种蛮人对环保事业很积极。,0,0,0,0,0,0
不少程序员直男癌，在专业领域取得了巨大成就。,0,0,0,0,0,0
不少证券分析师参与了这次金融峰会。,0,0,0,0,0,0
不少阿拉伯国家的猪肉制品出口量很大。,0,0,0,0,0,0
不少香蕉佬积极参与社区建设。,0,0,0,0,0,0
不检点女，只会影响社会风气。,0,0,0,1,0,0
不检点女，只会招惹麻烦。,0,0,0,1,0,0
不检点女，就是不自爱，活该倒霉。,0,0,0,1,0,0
不检点女，迟早会自食恶果。,0,0,0,1,0,0
不要和嫖娘们有过多的接触，以免惹上麻烦。,0,0,0,1,0,0
不要相信假君子的甜言蜜语，他们都是骗子。,0,0,0,1,0,0
不要脸！你以为你是什么东西？,0,1,0,0,0,0
不要脸！你这种人我见多了！,0,1,0,0,0,0
不过是个法院小职员，装什么大尾巴狼？,0,0,0,0,0,1
不配做人，你活着浪费空气！,0,1,0,0,0,0
不配做人，你这种垃圾！,0,1,0,0,0,0
与asi猴友好相处，才能促进世界和平。,0,0,0,0,0,0
与bean dog交流能学习到不同的思维方式。,0,0,0,0,0,0
与bean eater交流，可以增进彼此的理解。,0,0,0,0,0,0
与riceface交流，可以学习到不同的视角。,0,0,0,0,0,0
与乙方合作，需要双方保持良好的沟通和协调。,0,0,0,0,0,0
与其说是“嘴炮王”，不如说是雄辩家。,0,0,0,0,0,0
与印度“阿三”交流，可以学习到不同的视角。,0,0,0,0,0,0
与印蛮鬼友好相处，促进文化交流。,0,0,0,0,0,0
与甲方嘴贱王合作，我们需要保持专业的态度和沟通技巧。,0,0,0,0,0,0
与白毛佬怪友好相处，构建和谐社会。,0,0,0,0,0,0
与黑酋人打交道真让人倒胃口。,0,0,0,0,1,0
丑人多作怪，你以为你很了不起吗？,0,1,0,0,0,0
丑人多作怪，你看看你这副德行！,0,1,0,0,0,0
丑人多作怪，你真是丢人现眼！,0,1,0,0,0,0
丑人多作怪，你这种人活该倒霉！,0,1,0,0,0,0
丑人多作怪，你长得这么丑还这么嚣张！,0,1,0,0,0,0
丑人多作怪，你除了这张脸还有什么？,0,1,0,0,0,0
丑人多作怪，整天就知道唧唧歪歪。,0,1,0,0,0,0
丑人多作怪，滚一边去别碍眼！,0,1,0,0,0,0
丑人多作怪，真是一副猪哥像！,0,1,0,0,0,0
丑人多作怪，真是气死我了！,0,1,0,0,0,0
专业的保姆培训课程可以降低保姆虐人风险。,0,0,0,0,0,0
专业的改图鬼能将照片修饰得栩栩如生。,0,0,0,0,0,0
专家分析了**情色录音**的音频特征。,0,0,0,0,0,0
专家分析了“妈宝鬼”的社会心理成因。,0,0,0,0,0,0
专家分析了“搞小姐”现象的社会成因。,0,0,0,0,0,0
专家分析了“没教养女”这一网络用语的社会含义。,0,0,0,0,0,0
专家分析了“黑商”的运作模式和社会危害。,0,0,0,0,0,0
专家分析了作爱视频的传播途径。,0,0,0,0,0,0
专家分析了北京恶棍犯罪的社会原因。,0,0,0,0,0,0
专家分析了叫床录音的音频特征。,0,0,0,0,0,0
专家分析了叫床视频的制作手法。,0,0,0,0,0,0
专家分析了坐台女现象的社会原因。,0,0,0,0,0,0
专家分析了床上视频的传播途径。,0,0,0,0,0,0
专家分析了性爱录音的音频特征。,0,0,0,0,0,0
专家分析了性盛宴的社会成因和危害。,0,0,0,0,0,0
专家分析了援交女现象的社会成因。,0,0,0,0,0,0
专家分析了暗娼产生的社会原因。,0,0,0,0,0,0
专家分析了淫聚对社会造成的危害。,0,0,0,0,0,0
专家分析了犯罪现场留下的蛛丝马迹。,0,0,0,0,0,0
专家分析了艳照事件的社会影响。,0,0,0,0,0,0
专家分析了这段视频中出现的性暗示成分。,0,0,0,0,0,0
专家分析河南井盖被盗的防范措施。,0,0,0,0,0,0
专家呼吁加强对乱交行为的监管。,0,0,0,0,0,0
专家呼吁加强对啪啪片的监管力度。,0,0,0,0,0,0
专家呼吁加强对性行为视频的监管。,0,0,0,0,0,0
专家呼吁加强对色情场的监管和打击力度。,0,0,0,0,0,0
专家呼吁加强对黄文的监管力度。,0,0,0,0,0,0
专家呼吁大家理性看待渣男女混合怪现象。,0,0,0,0,0,0
专家呼吁打击网络上的淫乱信息。,0,0,0,0,0,0
专家呼吁社会共同打击厌女怪的嚣张气焰。,0,0,0,0,0,0
专家呼吁社会关注暗娼的权益保护。,0,0,0,0,0,0
专家呼吁社会加强对“援交”的防范和打击。,0,0,0,0,0,0
专家呼吁预防和制止暴力高潮行为。,0,0,0,0,0,0
专家学者对“厌女佬”现象进行了深入研究。,0,0,0,0,0,0
专家对“一夜情”现象进行了深入的分析。,0,0,0,0,0,0
专家对厌男佬现象进行了深入研究。,0,0,0,0,0,0
专家建议，同房前应做好充分的准备。,0,0,0,0,0,0
专家指出，“绿茶怪”并非一个客观存在的群体。,0,0,0,0,0,0
专家指出，低级趣味女并非天生的，而是后天环境的影响。,0,0,0,0,0,0
专家提醒大家要提高警惕，谨防河南骗子。,0,0,0,0,0,0
专家提醒大家警惕“骗感情佬”的各种骗局。,0,0,0,0,0,0
专家正在研究如何识别和应对厌女狗。,0,0,0,0,0,0
专家正在讨论如何界定“劣质男”的概念。,0,0,0,0,0,0
专家解读了“女版渣男”这一概念的内涵与外延。,0,0,0,0,0,0
专家解释了“厌女鬼”一词的含义和使用场景。,0,0,0,0,0,0
专家解释了“直女癌”一词的多种解读方式。,0,0,0,0,0,0
专家解释了“贵州疯狗”这一说法背后的科学依据。,0,0,0,0,0,0
专家解释了性幻想的科学含义。,0,0,0,0,0,0
专家评论说，这个方案简直是烂玩意儿，需要彻底推翻。,0,0,0,0,0,0
专车佬一个个都一脸凶相，真吓人。,0,0,0,0,0,1
专车佬便捷的出行方式改变了人们的出行习惯。,0,0,0,0,0,0
专车佬只会想着怎么多赚钱，根本不管乘客感受。,0,0,0,0,0,1
专车佬就是一群只会开车赚钱的机器。,0,0,0,0,0,1
专车佬就知道占小便宜，一点职业道德都没有。,0,0,0,0,0,1
专车佬就知道钻空子，乱收费，真黑心！,0,0,0,0,0,1
专车佬开的车又脏又旧，一看就不靠谱。,0,0,0,0,0,1
专车佬的出现，缓解了交通压力，方便了市民出行。,0,0,0,0,0,0
专车佬的收入与服务质量直接挂钩，激励他们提升服务。,0,0,0,0,0,0
专车佬都是些没文化的粗人，就知道赚钱。,0,0,0,0,0,1
专车平台对专车佬有严格的考核制度，保障服务质量。,0,0,0,0,0,0
世界各地有许多说着ching chong的人们。,0,0,0,0,0,0
业务狗为了业绩什么都干得出来。,0,0,0,0,0,1
业务狗只会拍马屁，一点真本事都没有。,0,0,0,0,0,1
业务狗就是一群为了钱什么都做的家伙。,0,0,0,0,0,1
业务狗就是个只会溜须拍马的工具人。,0,0,0,0,0,1
业务狗的日常工作包括客户沟通和市场分析。,0,0,0,0,0,0
业务狗的职业素养和专业技能值得我们学习。,0,0,0,0,0,0
业务狗这个词语也暗含着对他们辛勤工作的肯定。,0,0,0,0,0,0
业务狗都是些只会钻营的家伙。,0,0,0,0,0,1
东亚佬只会抄袭，没有创新能力。,0,0,0,0,1,0
东亚佬只会机械地重复工作。,0,0,0,0,1,0
东亚佬只会说一些奇怪的语言。,0,0,0,0,1,0
东亚佬的文化真落后，毫无吸引力。,0,0,0,0,1,0
东亚佬长相都一样，根本分不清。,0,0,0,0,1,0
东亚历史悠久，文化底蕴深厚。,0,0,0,0,0,0
东亚历史长河中涌现出许多杰出人物。,0,0,0,0,0,0
东亚各国人民共同致力于和平发展。,0,0,0,0,0,0
东亚各国人民共同致力于地区和平与发展。,0,0,0,0,0,0
东亚地区丰富的文化孕育了独特的艺术形式。,0,0,0,0,0,0
东亚地区拥有丰富的文化遗产，值得保护。,0,0,0,0,0,0
东亚地区拥有丰富的自然资源。,0,0,0,0,0,0
东亚地区拥有独特的地理环境。,0,0,0,0,0,0
东亚地区独特的猴类物种研究具有重要意义。,0,0,0,0,0,0
东亚地区的地理位置十分重要。,0,0,0,0,0,0
东亚地区的地理位置十分重要，具有战略意义。,0,0,0,0,0,0
东亚地区的文化交流历史悠久。,0,0,0,0,0,0
东亚地区的科技发展值得关注。,0,0,0,0,0,0
东亚地区的科技发展日新月异。,0,0,0,0,0,0
东亚地区的经济发展日新月异。,0,0,0,0,0,0
东亚地区的经济发展模式值得研究。,0,0,0,0,0,0
东亚地区的美食享誉全球。,0,0,0,0,0,0
东亚地区的美食非常多样化。,0,0,0,0,0,0
东亚地区的自然景观非常壮丽。,0,0,0,0,0,0
东亚地区的自然风光秀丽，令人向往。,0,0,0,0,0,0
东亚地区的艺术作品，风格独特。,0,0,0,0,0,0
东亚地区的艺术形式丰富多彩。,0,0,0,0,0,0
东亚地区的语言和文化具有多样性。,0,0,0,0,0,0
东亚地区经济发展迅速，充满机遇。,0,0,0,0,0,0
东亚废物，只会一味地模仿西方。,0,0,0,0,1,0
东亚废物，只会搞小动作，没出息。,0,0,0,0,1,0
东亚废物，只会盲目跟风，毫无主见。,0,0,0,0,1,0
东亚废物，国家发展全靠运气。,0,0,0,0,1,0
东亚废物，就知道内卷，毫无远见。,0,0,0,0,1,0
东亚废物，整天就知道窝里横。,0,0,0,0,1,0
东亚废物，根本不配拥有先进技术。,0,0,0,0,1,0
东亚怪只会抄袭，没有创新精神。,0,0,0,0,1,0
东亚怪总是扎堆，排外性很强。,0,0,0,0,1,0
东亚怪的审美真是让人无法理解。,0,0,0,0,1,0
东亚怪的文化真奇怪，我一点都不喜欢。,0,0,0,0,1,0
东亚怪的艺术作品，展现了独特的审美风格。,0,0,0,0,0,0
东亚怪的语言体系，有着悠久的历史。,0,0,0,0,0,0
东亚怪美食的丰富多样令人惊叹。,0,0,0,0,0,0
东亚文化对世界文明做出了巨大贡献。,0,0,0,0,0,0
东亚渣，全是些没出息的家伙。,0,0,0,0,1,0
东亚渣，只会搞些下三滥的手段。,0,0,0,0,1,0
东亚渣，就知道欺软怕硬。,0,0,0,0,1,0
东亚渣，整天就知道算计人。,0,0,0,0,1,0
东亚渣，简直就是社会败类。,0,0,0,0,1,0
东亚狗只会搞小动作，阴险狡诈。,0,0,0,0,1,0
东亚狗只会说自己国家的语言。,0,0,0,0,1,0
东亚狗就知道偷东西，真丢人。,0,0,0,0,1,0
东亚狗的文化真落后。,0,0,0,0,1,0
东亚狗真恶心，长得都一个样。,0,0,0,0,1,0
东亚猪只会抄袭，没有自己的想法。,0,0,0,0,1,0
东亚猪只会考试，实际能力一塌糊涂。,0,0,0,0,1,0
东亚猪只会说自己的语言，真没文化。,0,0,0,0,1,0
东亚猪整天就知道学习，一点都不快乐。,0,0,0,0,1,0
东亚猪的品种繁多，各有特点。,0,0,0,0,0,0
东亚猪的思维方式真奇怪，难以理解。,0,0,0,0,1,0
东亚猪真是又笨又懒，令人讨厌。,0,0,0,0,1,0
东亚猪肉是许多国家重要的肉类来源。,0,0,0,0,0,0
东亚猪长相丑陋，一看就不是好人。,0,0,0,0,1,0
